days_since_2011,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
428,1,2012,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,88
428,1,2012,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,79
428,1,2012,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,62
428,1,2012,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,26
429,1,2012,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,17
429,1,2012,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,6
429,1,2012,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,4
429,1,2012,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,1
429,1,2012,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,1
429,1,2012,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,18
429,1,2012,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,91
429,1,2012,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,260
429,1,2012,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,428
429,1,2012,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,197
429,1,2012,3,10,0,1,1,2,0.24,0.2576,0.6,0.0,86
429,1,2012,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,103
429,1,2012,3,12,0,1,1,2,0.26,0.303,0.52,0.0,137
429,1,2012,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,120
429,1,2012,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,128
429,1,2012,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,130
429,1,2012,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,210
429,1,2012,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,387
429,1,2012,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,375
429,1,2012,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,226
429,1,2012,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,179
429,1,2012,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,120
429,1,2012,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,78
429,1,2012,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,31
430,1,2012,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,8
430,1,2012,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,6
430,1,2012,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,4
430,1,2012,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,1
430,1,2012,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,3
430,1,2012,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,25
430,1,2012,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,102
430,1,2012,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,275
430,1,2012,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,501
430,1,2012,3,9,0,2,1,1,0.22,0.2727,0.47,0.0,233
430,1,2012,3,10,0,2,1,1,0.24,0.2576,0.44,0.0,129
430,1,2012,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,130
430,1,2012,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,138
430,1,2012,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,164
430,1,2012,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,136
430,1,2012,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,166
430,1,2012,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,250
430,1,2012,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,446
430,1,2012,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,457
430,1,2012,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,287
430,1,2012,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,187
430,1,2012,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,148
430,1,2012,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,106
430,1,2012,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,54
431,1,2012,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,15
431,1,2012,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,5
431,1,2012,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,4
431,1,2012,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,3
431,1,2012,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,3
431,1,2012,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,18
431,1,2012,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,108
431,1,2012,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,344
431,1,2012,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,566
431,1,2012,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,264
431,1,2012,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,147
431,1,2012,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,161
431,1,2012,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,215
431,1,2012,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,205
431,1,2012,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,175
431,1,2012,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,209
431,1,2012,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,288
431,1,2012,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612
431,1,2012,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544
431,1,2012,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,361
431,1,2012,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,260
431,1,2012,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,188
431,1,2012,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,159
431,1,2012,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,62
432,1,2012,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,46
432,1,2012,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,21
432,1,2012,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,11
432,1,2012,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,3
432,1,2012,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,2
432,1,2012,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,29
432,1,2012,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,109
432,1,2012,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,334
432,1,2012,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,585
432,1,2012,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,301
432,1,2012,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,138
432,1,2012,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,204
432,1,2012,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,251
432,1,2012,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,233
432,1,2012,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,203
432,1,2012,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,185
432,1,2012,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,342
432,1,2012,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597
432,1,2012,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,590
432,1,2012,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,416
432,1,2012,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,302
432,1,2012,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,233
432,1,2012,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,153
432,1,2012,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,94
433,1,2012,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,54
433,1,2012,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,26
433,1,2012,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,11
433,1,2012,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,7
433,1,2012,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,1
433,1,2012,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,29
433,1,2012,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,85
433,1,2012,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,268
433,1,2012,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,501
433,1,2012,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,284
433,1,2012,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,159
433,1,2012,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,187
433,1,2012,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,201
433,1,2012,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,224
433,1,2012,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,178
433,1,2012,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,238
433,1,2012,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,343
433,1,2012,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,566
433,1,2012,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,470
433,1,2012,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,244
433,1,2012,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,159
433,1,2012,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,141
433,1,2012,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,107
433,1,2012,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,86
434,1,2012,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,77
434,1,2012,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,51
434,1,2012,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,42
434,1,2012,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,16
434,1,2012,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,4
434,1,2012,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,10
434,1,2012,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,12
434,1,2012,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,40
434,1,2012,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,111
434,1,2012,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,148
434,1,2012,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,223
434,1,2012,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,274
434,1,2012,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,329
434,1,2012,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,357
434,1,2012,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,379
434,1,2012,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,406
434,1,2012,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,390
434,1,2012,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,354
434,1,2012,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,297
434,1,2012,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,184
434,1,2012,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,121
434,1,2012,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,110
434,1,2012,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,100
434,1,2012,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,83
435,1,2012,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,69
435,1,2012,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,61
435,1,2012,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,66
435,1,2012,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,22
435,1,2012,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,7
435,1,2012,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,10
435,1,2012,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,17
435,1,2012,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,72
435,1,2012,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,90
435,1,2012,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,218
435,1,2012,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,299
435,1,2012,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,410
435,1,2012,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,464
435,1,2012,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,501
435,1,2012,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,487
435,1,2012,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,509
435,1,2012,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
435,1,2012,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,389
435,1,2012,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,258
435,1,2012,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,171
435,1,2012,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,147
435,1,2012,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,94
435,1,2012,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,52
436,1,2012,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,24
436,1,2012,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,10
436,1,2012,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,9
436,1,2012,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,2
436,1,2012,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,3
436,1,2012,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,16
436,1,2012,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,88
436,1,2012,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,268
436,1,2012,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,564
436,1,2012,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,281
436,1,2012,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,137
436,1,2012,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,150
436,1,2012,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,221
436,1,2012,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,250
436,1,2012,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,221
436,1,2012,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,233
436,1,2012,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,332
436,1,2012,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,644
436,1,2012,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,712
436,1,2012,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,446
436,1,2012,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,286
436,1,2012,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,205
436,1,2012,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,133
436,1,2012,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,63
437,1,2012,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,26
437,1,2012,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,16
437,1,2012,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,1
437,1,2012,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,2
437,1,2012,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,1
437,1,2012,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,24
437,1,2012,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,113
437,1,2012,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,308
437,1,2012,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,593
437,1,2012,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,342
437,1,2012,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,143
437,1,2012,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,219
437,1,2012,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,244
437,1,2012,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,233
437,1,2012,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,212
437,1,2012,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,264
437,1,2012,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,365
437,1,2012,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,676
437,1,2012,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,734
437,1,2012,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,479
437,1,2012,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,351
437,1,2012,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,244
437,1,2012,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,170
437,1,2012,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,87
438,1,2012,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,39
438,1,2012,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,27
438,1,2012,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,2
438,1,2012,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,4
438,1,2012,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,5
438,1,2012,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,27
438,1,2012,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,121
438,1,2012,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,368
438,1,2012,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,662
438,1,2012,3,9,0,3,1,1,0.52,0.5,0.68,0.0,351
438,1,2012,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,188
438,1,2012,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,220
438,1,2012,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,267
438,1,2012,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,254
438,1,2012,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,224
438,1,2012,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,283
438,1,2012,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,356
438,1,2012,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782
438,1,2012,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,749
438,1,2012,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,472
438,1,2012,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,330
438,1,2012,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,288
438,1,2012,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,202
438,1,2012,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,91
439,1,2012,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,60
439,1,2012,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,23
439,1,2012,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,19
439,1,2012,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,7
439,1,2012,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,14
439,1,2012,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,26
439,1,2012,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,117
439,1,2012,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,381
439,1,2012,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,623
439,1,2012,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,315
439,1,2012,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,164
439,1,2012,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,211
439,1,2012,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,265
439,1,2012,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,273
439,1,2012,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,258
439,1,2012,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,287
439,1,2012,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,426
439,1,2012,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,713
439,1,2012,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,746
439,1,2012,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,425
439,1,2012,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,330
439,1,2012,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,243
439,1,2012,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,169
439,1,2012,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,97
440,1,2012,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,57
440,1,2012,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,26
440,1,2012,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,4
440,1,2012,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,3
440,1,2012,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,3
440,1,2012,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,32
440,1,2012,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,99
440,1,2012,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,278
440,1,2012,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,562
440,1,2012,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,312
440,1,2012,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,180
440,1,2012,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,207
440,1,2012,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,294
440,1,2012,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,260
440,1,2012,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,202
440,1,2012,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,107
440,1,2012,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,129
440,1,2012,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,258
440,1,2012,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
440,1,2012,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,296
440,1,2012,3,20,0,5,1,1,0.46,0.4545,0.88,0.0,235
440,1,2012,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,152
440,1,2012,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,148
440,1,2012,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,126
441,1,2012,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,100
441,1,2012,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,69
441,1,2012,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,42
441,1,2012,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,26
441,1,2012,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,2
441,1,2012,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,8
441,1,2012,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,30
441,1,2012,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,86
441,1,2012,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,218
441,1,2012,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,321
441,1,2012,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,443
441,1,2012,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,585
441,1,2012,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,651
441,1,2012,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,686
441,1,2012,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,690
441,1,2012,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,679
441,1,2012,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,685
441,1,2012,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,648
441,1,2012,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,560
441,1,2012,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,417
441,1,2012,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,271
441,1,2012,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,223
441,1,2012,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,211
441,1,2012,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,185
442,1,2012,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,107
442,1,2012,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,113
442,1,2012,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,56
442,1,2012,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,18
442,1,2012,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,14
442,1,2012,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,6
442,1,2012,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,11
442,1,2012,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,42
442,1,2012,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,96
442,1,2012,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,178
442,1,2012,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,351
442,1,2012,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,368
442,1,2012,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,503
442,1,2012,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,544
442,1,2012,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,521
442,1,2012,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,554
442,1,2012,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,541
442,1,2012,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,541
442,1,2012,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,459
442,1,2012,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,352
442,1,2012,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,198
442,1,2012,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,173
442,1,2012,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,100
442,1,2012,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,46
443,1,2012,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,23
443,1,2012,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,15
443,1,2012,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,8
443,1,2012,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,2
443,1,2012,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,3
443,1,2012,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,31
443,1,2012,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,120
443,1,2012,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,354
443,1,2012,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,579
443,1,2012,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,331
443,1,2012,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,184
443,1,2012,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,201
443,1,2012,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,282
443,1,2012,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,263
443,1,2012,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,260
443,1,2012,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,286
443,1,2012,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,385
443,1,2012,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,721
443,1,2012,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
443,1,2012,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,549
